GENOME	metH'	cbp	bmt	mttB	gbcAB	Cob_syn_75_perc	mttB-cbp-metH'	domain	phylum	class	order	family	genus	species
ALNE18-1_SAMEA104408628_MAG_00000021	1	1	1	0	0	0	0	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfatifera	Desulfatifera sp937910875
ALNE18-1_SAMEA104408629_MAG_00000017	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-001735895	GCA-001735895	JACNJF01	JACNJF01 sp937894085
ALNE18-1_SAMEA104408627_MAG_00000026	1	1	1	0	0	0	0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas sp937914675
ALNE18-1_SAMEA104408624_MAG_00000040	1	1	1	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella sp937915145
ALNE18-1_SAMEA104408624_MAG_00000054	1	1	1	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1328	UBA1328	UBA1328 sp013204545
ALNE18-1_SAMEA104408629_MAG_00000029	1	0	1	0	0	0	0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Unknown Sulfurimonas
ALNE18-1_SAMEA104408621_MAG_00000082	1	0	0	0	0	1	0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unknown Mycobacterium
ALNE18-1_SAMEA104408628_MAG_00000010	1	1	1	1	0	0	1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	QYOJ01	QYOJ01 sp937900965
ALNE18-1_SAMEA104408624_MAG_00000037	1	1	1	0	0	0	0	Bacteria	Chloroflexota	Dehalococcoidia	UBA1151	UBA1328	UBA1328	UBA1328 sp027618835
ALNE18-1_SAMEA104408624_MAG_00000024	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Emcibacteraceae	Pseudemcibacter	Pseudemcibacter sp937914685
ALNE18-1_SAMEA104408624_MAG_00000018	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	AAA044-D11	AAA044-D11 sp937876245
ALNE18-1_SAMEA104408621_MAG_00000060	1	1	1	0	0	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	CALBMX01	CALBMX01 sp937896235
ALNE18-1_SAMEA104408626_MAG_00000022	1	1	1	0	0	0	0	Bacteria	Marinisomatota	UBA8477	UBA8477	JABMPR01	CALBFA01	CALBFA01 sp937888365
ALNE18-1_SAMEA104408624_MAG_00000010	0	1	1	0	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	CALFPJ01	CALFPJ01 sp937919655
ALNE18-1_SAMEA104408623_MAG_00000006	1	1	1	0	1	0	0	Bacteria	Planctomycetota	UBA8108	UBA1146	UBA1146	JAFMMO01	JAFMMO01 sp937876125
ALNE18-1_SAMEA104408621_MAG_00000067	0	1	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	JABMPE01	Unknown JABMPE01
ALNE18-1_SAMEA104408627_MAG_00000020	1	1	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	GCA-002708315	GCA-002708315 sp937912115
ALNE18-1_SAMEA104408624_MAG_00000005	1	1	0	0	0	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	UBA10348	UBA10348 sp937876355
ALNE18-1_SAMEA104408627_MAG_00000016	1	0	1	0	0	0	0	Bacteria	Krumholzibacteriota	Krumholzibacteria	LZORAL124-64-63	LZORAL124-64-63	CALEMW01	CALEMW01 sp937910695
ALNE18-1_SAMEA104408626_MAG_00000006	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CG1-02-35-72	CG1-02-35-72 sp013205245
ALNE18-1_SAMEA104408621_MAG_00000062	1	0	0	0	1	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	Fuerstiella sp937919915
ALNE18-1_SAMEA104408628_MAG_00000003	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA1556	4572-112	Unknown 4572-112
ALNE18-1_SAMEA104408621_MAG_00000054	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia sp937919775
ALNE18-1_SAMEA104408624_MAG_00000030	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp013204155
ALNE18-1_SAMEA104408624_MAG_00000015	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-121220-bin8	MAG-121220-bin8 sp027619415
ALNE18-1_SAMEA104408630_MAG_00000039	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	PS1	Thioglobaceae	Thioglobus_A	Thioglobus_A sp937896195
ALNE18-1_SAMEA104408693_MAG_00000029	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-001735895	GCA-001735895	JACNJF01	Unknown JACNJF01
ALNE18-1_SAMEA104408695_MAG_00000007	1	1	0	1	0	0	1	Bacteria	Marinisomatota	UBA8477	UBA8477	JABMPR01	JABMPR01	JABMPR01 sp016784545
ALNE18-1_SAMEA104408694_MAG_00000052	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	PS1	Thioglobaceae	Pseudothioglobus	Pseudothioglobus aerophilus
ALNE18-1_SAMEA104408692_MAG_00000057	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	UBA8139	F1-20-MAGs160	F1-20-MAGs160 sp937876315
ALNE18-1_SAMEA104408694_MAG_00000029	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-001735895	GCA-001735895	JACNJF01	Unknown JACNJF01
ALNE18-1_SAMEA104408693_MAG_00000011	0	1	0	0	0	0	0	Bacteria	Bacillota_I	Bacilli_A	Izemoplasmatales	Izemoplasmataceae	Izemoplasma	Unknown Izemoplasma
ALNE18-1_SAMEA104408693_MAG_00000030	1	1	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	GCA-002708315	GCA-002708315 sp937901015
ALNE18-1_SAMEA104408694_MAG_00000013	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter_A	Unknown Polaribacter_A
ALNE18-1_SAMEA104408693_MAG_00000001	1	0	1	0	0	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	UBA1135	GCA-2746235	Unknown GCA-2746235
ALNE18-1_SAMEA104408692_MAG_00000058	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	M30B53	M30B53 sp937900985
ALNE20-1_SAMEA6236682_MAG_00000078	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	JANSYC01	JANSYC01 sp937891725
ALNE20-1_SAMEA6236681_MAG_00000020	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA5976	ATZT02	ATZT02 sp027730605
ALNE20-1_SAMEA6236681_MAG_00000055	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	Planktophila	Unknown Planktophila
ALNE20-1_SAMEA6236683_MAG_00000034	1	1	0	0	1	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	F1-80-MAGs062	Unknown F1-80-MAGs062
ALNE20-1_SAMEA6236682_MAG_00000115	0	1	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp937881755
ALNE20-1_SAMEA6236681_MAG_00000029	1	0	0	0	1	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWPN01	Unknown QWPN01
ALNE20-1_SAMEA6236681_MAG_00000076	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	CACORA01	Unknown CACORA01
ALNE20-1_SAMEA6236682_MAG_00000044	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	Unknown UBA952
ALNE20-1_SAMEA6236681_MAG_00000057	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	Unknown UBA952
ALNE20-1_SAMEA6236680_MAG_00000050	0	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	SAR86	D2472	SCGC-AAA076-P13	SCGC-AAA076-P13 sp943789005
ALNE20-1_SAMEA6236684_MAG_00000027	1	1	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	Unknown TMED14
ALNE20-1_SAMEA6236685_MAG_00000019	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	MAG-120802	MAG-120802 sp030730425
ALNE20-1_SAMEA6236685_MAG_00000003	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	UBA9320	UBA9320 sp002384205
ALNE20-1_SAMEA6236684_MAG_00000071	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	BACL11	BACL11 sp945865535
ALNE20-1_SAMEA6236684_MAG_00000029	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	Unknown UBA3478
ALNE20-1_SAMEA6236735_MAG_00000070	1	1	1	0	0	0	0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	Sulfurimonas sp937900945
ALNE20-1_SAMEA6236731_MAG_00000018	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	UBA4592	UBA4592 sp002469525
ALNE20-1_SAMEA6236735_MAG_00000010	1	1	1	1	1	0	1	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	JACQGT01	Unknown JACQGT01
ALNE20-1_SAMEA6236734_MAG_00000009	0	1	1	0	0	0	0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	F1-60-MAGs027	F1-60-MAGs027 sp030728545
ALNE20-1_SAMEA6236690_MAG_00000099	1	1	1	0	0	0	0	Bacteria	Planctomycetota	UBA1135	UBA1135	GCA-002686595	JARGPD01	Unknown JARGPD01
ALNE20-1_SAMEA6236689_MAG_00000034	1	0	0	0	1	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Vulcanococcus	Vulcanococcus sp018502385
ALNE20-1_SAMEA6236689_MAG_00000012	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	Unknown SM1A02	Unknown SM1A02
ALNE20-1_SAMEA6236689_MAG_00000051	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rubrivivax	Unknown Rubrivivax
ALNE20-1_SAMEA6236690_MAG_00000034	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	Unknown UBA9145
ALNE20-1_SAMEA6236691_MAG_00000115	1	0	0	0	0	0	0	Bacteria	Cyanobacteriota	Vampirovibrionia	LMEP-6097	LMEP-6097	CAIYXB01	Unknown CAIYXB01
ALNE20-1_SAMEA6236690_MAG_00000003	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Rhodothermia	Balneolales	HLUCCA01	JANJTJ01	Unknown JANJTJ01
ALNE20-1_SAMEA6236691_MAG_00000068	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA6165	Unknown UBA6165
ALNE20-1_SAMEA6236689_MAG_00000015	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	BACL12	WGOA01	Unknown WGOA01
ALNE20-1_SAMEA6236690_MAG_00000029	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	UBA4582	Unknown UBA4582
ALNE20-1_SAMEA6236689_MAG_00000076	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Unknown Luteolibacter
ALNE20-1_SAMEA6236695_MAG_00000138	1	1	1	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnohabitans_A	Limnohabitans_A sp945897465
ALNE20-1_SAMEA6236693_MAG_00000087	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	BACL27	Unknown BACL27
ALNE20-1_SAMEA6236695_MAG_00000083	0	1	0	0	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	PNKF01	Unknown PNKF01
ALNE20-1_SAMEA6236693_MAG_00000042	1	1	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UBA955	VMCP01	Unknown VMCP01
ALNE20-1_SAMEA6236695_MAG_00000088	1	1	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	S36-B12	UBA5976	AcAMD-5	AcAMD-5 sp030834185
ALNE20-1_SAMEA6236695_MAG_00000119	1	1	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	SXYR01	Unknown SXYR01
ALNE20-1_SAMEA6236693_MAG_00000029	1	1	0	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	QWPT01	Unknown QWPT01
ALNE20-1_SAMEA6236695_MAG_00000094	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	UBA964	Unknown UBA964
ALNE20-1_SAMEA6236696_MAG_00000022	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWPN01	Unknown QWPN01
ALNE20-1_SAMEA6236695_MAG_00000062	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	Unknown Fuerstiella
ALNE20-1_SAMEA6236693_MAG_00000010	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp003451355
ALNE20-1_SAMEA6236696_MAG_00000031	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA3015	UBA3015	UBA3015 sp001438005
ALNE20-1_SAMEA6236695_MAG_00000142	0	0	0	0	0	0	0	Bacteria	Bacillota_I	Bacilli_A	RFN20	CAG-826	UBA970	Unknown UBA970
ALNE20-1_SAMEA6236693_MAG_00000002	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	Arctic95D-9	Unknown Arctic95D-9
ALNE20-1_SAMEA6236698_MAG_00000062	0	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	Pseudanabaena sp023336205
ALNE20-1_SAMEA6236696_MAG_00000107	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	Unknown SM1A02	Unknown SM1A02
ALNE20-1_SAMEA6236700_MAG_00000046	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unknown Arenimonas
ALNE20-1_SAMEA6236697_MAG_00000054	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Unknown Crocinitomix
ALNE20-1_SAMEA6236697_MAG_00000017	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	JALRKI01	JALRKI01 sp027592025
ALNE20-1_SAMEA6236697_MAG_00000046	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	BACL14	BACL14 sp027621535
ALNE20-1_SAMEA6236699_MAG_00000048	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	RFXV01	RFXV01 sp017858515
ALNE20-1_SAMEA6236700_MAG_00000013	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	BACL12	UBA11426	UBA11426 sp002346225
ALNE20-1_SAMEA6236700_MAG_00000001	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	Unknown UBA3478
ALNE20-1_SAMEA6236705_MAG_00000029	1	1	0	0	0	0	0	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	UBA2093	UBA2093 sp030729045
ALNE20-1_SAMEA6236702_MAG_00000017	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	BACL27	BACL27 sp030727685
ALNE20-1_SAMEA6236704_MAG_00000014	1	1	1	0	0	0	0	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	VGXO01	Unknown VGXO01
ALNE20-1_SAMEA6236703_MAG_00000096	1	0	1	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	Planktophila	Planktophila sp017858325
ALNE20-1_SAMEA6236702_MAG_00000016	1	1	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA2463	UBA2463 sp018401615
ALNE20-1_SAMEA6236702_MAG_00000071	1	0	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	Arctic95D-9	Arctic95D-9 sp030730365
ALNE20-1_SAMEA6236704_MAG_00000011	1	0	0	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	Planktophila	Unknown Planktophila
ALNE20-1_SAMEA6236705_MAG_00000027	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWPN01	Unknown QWPN01
ALNE20-1_SAMEA6236705_MAG_00000030	1	0	1	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp002293045
ALNE20-1_SAMEA6236701_MAG_00000051	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Luteolibacter sp947462835
ALNE20-1_SAMEA6236704_MAG_00000078	1	0	0	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Rhodoluna	Unknown Rhodoluna
ALNE20-1_SAMEA6236703_MAG_00000028	0	0	1	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	HIMB59 sp008638215
ALNE20-1_SAMEA6236710_MAG_00000041	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA3439	UBA3439 sp016778825
ALNE20-1_SAMEA6236710_MAG_00000075	0	1	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	UBA2995	UBA2995	Unknown UBA2995
ALNE20-1_SAMEA6236710_MAG_00000067	1	1	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Aequoribacter	Aequoribacter sp003520285
ALNE20-1_SAMEA6236710_MAG_00000058	1	1	1	0	1	0	0	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	UBA10348	Unknown UBA10348
ALNE20-1_SAMEA6236708_MAG_00000049	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira	Unknown Saprospira
ALNE20-1_SAMEA6236709_MAG_00000087	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	JABMPE01	Unknown JABMPE01
ALNE20-1_SAMEA6236710_MAG_00000070	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	QWPN01	Unknown QWPN01
ALNE20-1_SAMEA6236710_MAG_00000064	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Unknown Rhizomicrobium
ALNE20-1_SAMEA6236708_MAG_00000030	1	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Unknown Luteolibacter
ALNE20-1_SAMEA6236709_MAG_00000018	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	IMCC9063	IMCC9063 sp008638015
ALNE20-1_SAMEA6236711_MAG_00000085	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	UBA3006	Unknown UBA3006
ALNE20-1_SAMEA6236715_MAG_00000032	1	1	0	0	1	0	0	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	SYFT01	Unknown SYFT01
ALNE20-1_SAMEA6236715_MAG_00000023	1	1	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Palsa-965	Palsa-965	GCA-2737665	GCA-2737665 sp002737665
ALNE20-1_SAMEA6236717_MAG_00000007	1	1	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	UBA3031	UBA3031	UBA3031 sp002367635
ALNE20-1_SAMEA6236713_MAG_00000040	0	0	0	0	0	0	0	Bacteria	Bacillota_I	Bacilli_A	Acholeplasmatales	Acholeplasmataceae	UBA8290	Unknown UBA8290
ALNE20-1_SAMEA6236722_MAG_00000019	1	0	0	0	1	1	0	Bacteria	Pseudomonadota	Alphaproteobacteria	MPNO01	UBA830	UBA830	Unknown UBA830
ALNE20-1_SAMEA6236719_MAG_00000024	1	1	1	1	1	1	1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	UBA5972	UBA5972 sp002430125
ALNE20-1_SAMEA6236721_MAG_00000001	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_D	Synechococcus_D sp024346075
ALNE20-1_SAMEA6236724_MAG_00000011	1	0	1	0	0	1	0	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	MW101C3	MW101C3 sp937919075
ALNE20-1_SAMEA6236723_MAG_00000063	1	1	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	UBA2463	UBA2463 sp030834045
ALNE20-1_SAMEA6236724_MAG_00000035	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	UBA3006	UBA3006 sp001438985
ALNE20-1_SAMEA6236724_MAG_00000037	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Poriferisodaliceae	JAADHX01	Unknown JAADHX01
ALNE20-1_SAMEA6236723_MAG_00000026	1	1	1	0	0	0	0	Bacteria	Verrucomicrobiota	Kiritimatiellia	SS1-B-03-39	UBA6053	UBA6053	Unknown UBA6053
ALNE20-1_SAMEA6236719_MAG_00000030	1	1	1	1	1	0	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp002382445
ALNE20-1_SAMEA6236722_MAG_00000047	1	0	0	0	1	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp001438605
ALNE20-1_SAMEA6236719_MAG_00000020	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	Unknown Ulvibacter
ALNE20-1_SAMEA6236719_MAG_00000028	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	BACL21	BACL21 sp002384055
ALNE20-1_SAMEA6236719_MAG_00000017	1	0	1	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CAJQLB01	CAJQLB01 sp937916035
ALNE20-1_SAMEA6236718_MAG_00000036	1	0	0	0	1	0	0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	UBA974	UBA974 sp027618855
ALNE20-1_SAMEA6236723_MAG_00000066	0	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	CAMAXB01	CAMAXB01 sp945862035
ALNE20-1_SAMEA6236723_MAG_00000044	0	0	1	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Synoicihabitans	Unknown Synoicihabitans
ALNE20-1_SAMEA6236720_MAG_00000042	1	0	1	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GCA-2721545	Unknown GCA-2721545
ALNE20-1_SAMEA6236717_MAG_00000048	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	Unknown Porticoccus
ALNE20-1_SAMEA6236722_MAG_00000026	1	0	0	0	0	0	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	IMCC9063	IMCC9063 sp008638225
ALNE20-1_SAMEA6236729_MAG_00000052	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	UBA3006	UBA3006 sp002367695
ALNE20-1_SAMEA6236729_MAG_00000029	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	Mxb001	Mxb001 sp030726915
ALNE20-1_SAMEA6236729_MAG_00000054	1	1	1	1	0	0	1	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	UBA4592	UBA4592 sp002365735
ALNE20-1_SAMEA6236727_MAG_00000009	1	1	0	0	0	0	0	Bacteria	Actinomycetota	Actinomycetes	Nanopelagicales	Nanopelagicaceae	UBA3012	UBA3012 sp002346305
ALNE20-1_SAMEA6236728_MAG_00000007	1	0	1	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	JABMPE01	Unknown JABMPE01
ALNE20-1_SAMEA6236727_MAG_00000042	1	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	M30B53	M30B53 sp018401745
